file,caption,category,png_time,StartTime,label,altcaption,loc
sel02_multiple_fleets_age1.png,Selectivity at age for multiple fleets.,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel02_multiple_fleets_age1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel02_multiple_fleets_age2.png,Selectivity at age derived from selectivity at length for multiple fleets.,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel02_multiple_fleets_age2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel09_len_flt1sex1.png,Female ending year selectivity for Commercial,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel09_len_flt1sex1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel09_len_flt1sex2.png,Male ending year selectivity for Commercial,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel09_len_flt1sex2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel09_len_flt2sex1.png,Female ending year selectivity for Recreational,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel09_len_flt2sex1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel09_len_flt2sex2.png,Male ending year selectivity for Recreational,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel09_len_flt2sex2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel21_agelen_contour_flt1sex1.png,Female ending year selectivity and growth for Commercial,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel21_agelen_contour_flt1sex1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel21_agelen_contour_flt1sex2.png,Male ending year selectivity and growth for Commercial,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel21_agelen_contour_flt1sex2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel21_agelen_contour_flt2sex1.png,Female ending year selectivity and growth for Recreational,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel21_agelen_contour_flt2sex1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
sel21_agelen_contour_flt2sex2.png,Male ending year selectivity and growth for Recreational,Sel,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,sel21_agelen_contour_flt2sex2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts7_Spawning_output.png,Spawning output,Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts7_Spawning_output,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts7_Spawning_output_with_95_asymptotic_intervals_intervals.png,Spawning output with ~95% asymptotic intervals,Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts7_Spawning_output_with_95_asymptotic_intervals_intervals,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts9_Relative_spawning_output.png,Relative spawning output: B/B_0,Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts9_Relative_spawning_output,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts9_Relative_spawning_output_intervals.png,Relative spawning output: B/B_0 with ~95% asymptotic intervals,Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts9_Relative_spawning_output_intervals,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts1_Total_biomass_(mt).png,Total biomass (mt),Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts1_Total_biomass_(mt),NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts4_Summary_biomass_(mt).png,Summary biomass (mt),Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts4_Summary_biomass_(mt),NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts11_Age-0_recruits_(1000s).png,"Age-0 recruits (1,000s)",Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts11_Age-0_recruits_(1000s),NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png,"Age-0 recruits (1,000s) with ~95% asymptotic intervals",Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
ts_summaryF.png,Summary F (definition of F depends on setting in starter.ss),Timeseries,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,ts_summaryF,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
recdevs1_points.png,Recruitment deviations,RecDev,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,recdevs1_points,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
recdevs2_withbars.png,Recruitment deviations with 95% intervals,RecDev,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,recdevs2_withbars,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
recdevs3_varcheck.png,Recruitment deviations variance check.<br> See later figure of transformed variance values for comparison with bias adjustment settings in the model.,RecDev,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,recdevs3_varcheck,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
recruit_fit_bias_adjust.png,"Points are transformed variances. Red line shows current settings for bias adjustment specified in control file. Blue line shows least squares estimate of alternative bias adjustment relationship for recruitment deviations (which may or may not be an improvement. For more information, see<br> 
<blockquote>Methot, R.D. and Taylor, I.G., 2011. Adjusting for bias due to variability of estimated recruitments in fishery assessment models. <i>Can. J. Fish. Aquat. Sci.</i>, 68:1744-1760.</blockquote><br> 
Estimated alternative inputs to SS control file associated with blue line in figure: 
<pre>1951.4   #_last_early_yr_nobias_adj_in_MPD 
1998.0   #_first_yr_fullbias_adj_in_MPD 
2015.1   #_last_yr_fullbias_adj_in_MPD 
2016.2   #_first_recent_yr_nobias_adj_in_MPD 
0.8453  #_max_bias_adj_in_MPD (1.0 to mimic pre-2009 models) </pre>",RecDev,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,recruit_fit_bias_adjust,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SR_curve.png,"Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",S-R,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SR_curve,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SR_curve2.png,"Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",S-R,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SR_curve2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SR_resids.png,"Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",S-R,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SR_resids,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
catch1 landings.png,landings,Catch,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,catch1 landings,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
catch2 landings stacked.png,landings stacked,Catch,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,catch2 landings stacked,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
catch9 harvest rate.png,harvest rate,Catch,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,catch9 harvest rate,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SPR1_series.png,Timeseries of SPR,SPR,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SPR1_series,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SPR2_minusSPRseries.png,Timeseries of 1-SPR,SPR,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SPR2_minusSPRseries,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SPR3_ratiointerval.png,Timeseries of SPR ratio: 1-SPR,SPR,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SPR3_ratiointerval,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
SPR4_phase.png,"Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Lines through the final point show 95% intervals based on the asymptotic uncertainty for each dimension. The shaded ellipse is a 95% region which accounts for the estimated correlation between the two quantities: -0.972. The vertical line at 0.4 indicates the reference point as defined in the forecast.ss which can be removed from the plot via <code>SS_plots(..., btarg = -1)</code>.",SPR,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,SPR4_phase,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index1_cpuedata_Recreational.png,Index data for Recreational. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index1_cpuedata_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index2_cpuefit_Recreational.png,Fit to index data for Recreational. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index2_cpuefit_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index3_obs_vs_exp_Recreational.png,Observed vs. expected index values with smoother for Recreational,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index3_obs_vs_exp_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index4_logcpuedata_Recreational.png,Log index data for Recreational. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index4_logcpuedata_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index5_logcpuefit_Recreational.png,Fit to log index data on log scale for Recreational. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index5_logcpuefit_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index6_log_obs_vs_exp_Recreational.png,log(observed) vs. log(expected) index values with smoother for Recreational,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index6_log_obs_vs_exp_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index10_resids_SE_total_Recreational.png,Residuals of fit to index for Recreational.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index10_resids_SE_total_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index12_resids_SE_total_Recreational.png,Deviations for fit to index for Recreational.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index12_resids_SE_total_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
index9_standcpueall.png,Standardized indices overlaid. Each index is rescaled to have mean observation = 1.0.,Index,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,index9_standcpueall,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers1_sex1_beg.png,Beginning of year expected numbers at age of females in (max ~ 42.6 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers1_sex1_beg,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers1_sex2_beg.png,Beginning of year expected numbers at age of males in (max ~ 42.6 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers1_sex2_beg,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers2_meanage_beg.png,Beginning of year mean age in the population,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers2_meanage_beg,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers1_sex1_mid.png,Middle of year expected numbers at age of females in (max ~ 40.9 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers1_sex1_mid,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers1_sex2_mid.png,Middle of year expected numbers at age of males in (max ~ 41.1 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers1_sex2_mid,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers2_meanage_mid.png,Middle of year mean age in the population,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers2_meanage_mid,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers3_frac_female_age.png,Fraction female in numbers at age,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers3_frac_female_age,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers6_len_sex1.png,Beginning of year expected numbers at length of females in (max ~ 40.7 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers6_len_sex1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers6_len_sex2.png,Beginning of year expected numbers at length of males in (max ~ 42.6 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers6_len_sex2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers7_meanlen.png,Beginning of year mean length (cm) in the population,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers7_meanlen,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers6_len_sex1.png,Middle of year expected numbers at length of females in (max ~ 33.4 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers6_len_sex1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers6_len_sex2.png,Middle of year expected numbers at length of males in (max ~ 41.1 thousand),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers6_len_sex2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers7_meanlen.png,Middle of year mean length (cm) in the population,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers7_meanlen,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers8_frac_female_len.png,Fraction female in numbers at length,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers8_frac_female_len,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers4_equilagecomp.png,Equilibrium age distribution,Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers4_equilagecomp,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers5_ageerrorSD.png,Ageing imprecision: SD of observed age (yr),Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers5_ageerrorSD,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers10_ageerror_matrix_1.png,"Distribution of observed age at true age 
 for ageing error type 1",Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers10_ageerror_matrix_1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers10_ageerror_matrix_2.png,"Distribution of observed age at true age 
 for ageing error type 2",Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers10_ageerror_matrix_2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
numbers10_ageerror_matrix_3.png,"Distribution of observed age at true age 
 for ageing error type 3",Numbers,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,numbers10_ageerror_matrix_3,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat__aggregated_across_time.png,"Length comp data, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat__aggregated_across_time,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat__multi-fleet_comparison.png,"Length composition data,  comparing across fleets",CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat__multi-fleet_comparison,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_flt1mkt0.png,Commercial length composition data.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method,CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_flt1mkt0,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_bubflt1mkt0.png,Commercial length composition data (max=0.37),CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_bubflt1mkt0,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_data_weighting_TA1.8_Commercial.png,Mean length for Commercial with 95% confidence intervals based on current samples sizes.,CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_data_weighting_TA1.8_Commercial,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_flt2mkt0_page1.png,Recreational length composition data (plot 1 of 2).<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method,CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_flt2mkt0_page1,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_flt2mkt0_page2.png,Recreational length composition data (plot 2 of 2),CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_flt2mkt0_page2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_bubflt2mkt0_page2.png,Recreational length comp data (max=0.24) (plot 2 of 2),CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_bubflt2mkt0_page2,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
comp_lendat_data_weighting_TA1.8_Recreational.png,Mean length for Recreational with 95% confidence intervals based on current samples sizes.,CompDat,6/8/2021 21:54,StartTime: Tue Jun 08 21:41:10 2021,comp_lendat_data_weighting_TA1.8_Recreational,NA,C:/Users/Jason.Cope/Documents/Github/Vermilion rockfish OR WA assessment 2021/OR/write_up/models/Reference Model/plots
